customerID,Prediction_Date,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Model_used,Churn,Probability
5949-EBSQK,2024-08-30,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,Gradient Boost Classifier,Yes,26.84
5473-KHBPS,2024-08-30,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,Gradient Boost Classifier,Yes,15.98
0100-DUVFC,2024-08-30,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,Gradient Boost Classifier,Yes,33.9
5397-TUPSH,2024-08-30,Male,Yes,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,Gradient Boost Classifier,Yes,16.25
8950-MTZNV,2024-08-30,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,Gradient Boost Classifier,Yes,56.73
0326-VDYXE,2024-08-30,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,Gradient Boost Classifier,Yes,36.18
6773-LQTVT,2024-08-30,Female,Yes,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,Gradient Boost Classifier,Yes,21.46
7274-RTAPZ,2024-08-30,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,Gradient Boost Classifier,Yes,84.97
0436-TWFFZ,2024-08-30,Female,No,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,Gradient Boost Classifier,No,3.2
8566-YPRGL,2024-08-30,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,Gradient Boost Classifier,Yes,33.05
0311-UNPFF,2024-08-30,Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,Gradient Boost Classifier,Yes,42.87
6609-MXJHJ,2024-08-30,Female,No,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.1,789.55,Gradient Boost Classifier,No,1.9
2669-OIDSD,2024-08-30,Female,No,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,Gradient Boost Classifier,Yes,33.01
8400-WZICQ,2024-08-30,Female,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,Gradient Boost Classifier,No,10.15
3834-XUIFC,2024-08-30,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,Gradient Boost Classifier,Yes,66.76
9576-SYUHJ,2024-08-30,Male,No,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,Gradient Boost Classifier,Yes,35.89
0410-IPFTY,2024-08-30,Female,No,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,Gradient Boost Classifier,Yes,37.54
2831-EBWRN,2024-08-30,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,Gradient Boost Classifier,Yes,48.75
9430-NKQLY,2024-08-30,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,Gradient Boost Classifier,No,1.34
8414-MYSHR,2024-08-30,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,Gradient Boost Classifier,Yes,79.27
0247-SLUJI,2024-08-30,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,Gradient Boost Classifier,Yes,28.22
9402-ORRAH,2024-08-30,Female,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,Gradient Boost Classifier,Yes,73.81
6483-OATDN,2024-08-30,Male,No,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,Gradient Boost Classifier,Yes,17.7
1293-HHSHJ,2024-08-30,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741.0,Gradient Boost Classifier,No,4.14
4840-ORQXB,2024-08-30,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,Gradient Boost Classifier,Yes,49.95
7599-FKVXZ,2024-08-30,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,Gradient Boost Classifier,Yes,42.72
3982-DQLUS,2024-08-30,Male,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,Gradient Boost Classifier,Yes,24.6
8610-ZIKJJ,2024-08-30,Female,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,31.9,Gradient Boost Classifier,No,7.16
3756-VNWDH,2024-08-30,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,Gradient Boost Classifier,Yes,22.81
7801-KICAO,2024-08-30,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,Gradient Boost Classifier,Yes,59.57
7673-LPRNY,2024-08-30,Female,No,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,Gradient Boost Classifier,No,9.87
8229-TNIQA,2024-08-30,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,Gradient Boost Classifier,Yes,40.01
6060-QBMGV,2024-08-30,Male,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1433.8,Gradient Boost Classifier,No,1.85
7339-POGZN,2024-08-30,Female,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,214.55,Gradient Boost Classifier,Yes,45.23
2828-SLQPF,2024-08-30,Male,No,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,Gradient Boost Classifier,Yes,22.74
4465-VDKIQ,2024-08-30,Female,No,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,Gradient Boost Classifier,Yes,38.64
2921-XWDJH,2024-08-30,Female,Yes,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,Gradient Boost Classifier,Yes,40.94
6221-AVQYL,2024-08-30,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,Gradient Boost Classifier,Yes,68.17
2558-BUOZZ,2024-08-30,Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,Gradient Boost Classifier,No,10.37
9257-AZMTZ,2024-08-30,Female,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,Gradient Boost Classifier,No,1.86
0003-MKNFE,2024-08-30,Male,No,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,Gradient Boost Classifier,Yes,27.45
0975-UYDTX,2024-08-30,Female,No,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,Gradient Boost Classifier,No,5.85
7743-EXURX,2024-08-30,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,Gradient Boost Classifier,Yes,35.68
4682-BLBUC,2024-08-30,Male,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,Gradient Boost Classifier,No,5.87
0975-VOOVL,2024-08-30,Female,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,Gradient Boost Classifier,Yes,37.26
5968-VXZLG,2024-08-30,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,Gradient Boost Classifier,Yes,43.57
5569-KGJHX,2024-08-30,Female,No,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Gradient Boost Classifier,Yes,65.31
4988-IQIGL,2024-08-30,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Gradient Boost Classifier,Yes,88.93
5201-FRKKS,2024-08-30,Male,No,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,Gradient Boost Classifier,Yes,21.77
9799-CAYJJ,2024-08-30,Female,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,Gradient Boost Classifier,Yes,75.6
7730-IUTDZ,2024-08-30,Male,No,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3198.6,Gradient Boost Classifier,Yes,31.46
0426-TIRNE,2024-08-30,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Gradient Boost Classifier,Yes,35.78
5443-SCMKX,2024-08-30,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,5610.15,Gradient Boost Classifier,Yes,28.64
8295-KMENE,2024-08-30,Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5,Gradient Boost Classifier,No,2.22
6738-ISCBM,2024-08-30,Male,No,No,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.0,2440.25,Gradient Boost Classifier,No,11.74
9821-BESNZ,2024-08-30,Male,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.25,6860.6,Gradient Boost Classifier,Yes,19.67
3678-MNGZX,2024-08-30,Male,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1377.7,Gradient Boost Classifier,No,1.79
1335-NTIUC,2024-08-30,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,Gradient Boost Classifier,Yes,53.41
2916-BQZLN,2024-08-30,Male,No,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.75,1651.95,Gradient Boost Classifier,Yes,50.23
4558-CGYCZ,2024-08-30,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,78.3,Gradient Boost Classifier,Yes,15.06
2368-GAKKQ,2024-08-30,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,Gradient Boost Classifier,Yes,12.13
8710-YGLWG,2024-08-30,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,Gradient Boost Classifier,Yes,56.73
3199-XGZCY,2024-08-30,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,Gradient Boost Classifier,Yes,69.25
3785-KTYSH,2024-08-30,Male,No,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.6,1279.0,Gradient Boost Classifier,No,1.79
6814-ZPWFQ,2024-08-30,Male,Yes,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.0,1260.7,Gradient Boost Classifier,No,4.71
4063-EIKNQ,2024-08-30,Male,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,267.35,Gradient Boost Classifier,No,10.58
6993-YCOBK,2024-08-30,Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,Gradient Boost Classifier,Yes,14.27
5206-HPJKM,2024-08-30,Male,No,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,Gradient Boost Classifier,Yes,16.47
7587-RZNME,2024-08-30,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,Gradient Boost Classifier,Yes,51.19
0748-RDGGM,2024-08-30,Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,7534.65,Gradient Boost Classifier,Yes,15.85
8393-JMVMB,2024-08-30,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,Gradient Boost Classifier,Yes,32.42
5019-GQVCR,2024-08-30,Male,Yes,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,Gradient Boost Classifier,Yes,50.41
6036-TTFYU,2024-08-30,Female,No,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,314.45,Gradient Boost Classifier,No,9.25
2550-AEVRU,2024-08-30,Female,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,3053.0,Gradient Boost Classifier,No,5.23
0969-RGKCU,2024-08-30,Male,No,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,677.05,Gradient Boost Classifier,No,3.89
0378-CJKPV,2024-08-30,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,7965.95,Gradient Boost Classifier,No,3.23
4706-AXVKM,2024-08-30,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,Gradient Boost Classifier,Yes,71.69
5889-JTMUL,2024-08-30,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,Gradient Boost Classifier,Yes,48.27
9026-RNUJS,2024-08-30,Male,Yes,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,237.25,Gradient Boost Classifier,Yes,37.52
3746-EUBYR,2024-08-30,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,Gradient Boost Classifier,Yes,81.53
2332-EFBJY,2024-08-30,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,Gradient Boost Classifier,No,10.95
2880-FPNAE,2024-08-30,Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.2,140.1,Gradient Boost Classifier,Yes,75.5
1703-MGIAB,2024-08-30,Female,No,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.0,1108.0,Gradient Boost Classifier,Yes,22.26
4311-QTTAI,2024-08-30,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.35,295.55,Gradient Boost Classifier,No,5.38
9474-PHLYD,2024-08-30,Female,No,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,Gradient Boost Classifier,Yes,34.26
4318-RAJVY,2024-08-30,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,198.25,Gradient Boost Classifier,No,7.68
2165-VOEGB,2024-08-30,Female,No,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,Gradient Boost Classifier,Yes,19.8
3612-YUNGG,2024-08-30,Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15,Gradient Boost Classifier,No,9.98
2254-DLXRI,2024-08-30,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,Gradient Boost Classifier,Yes,78.96
5062-CJJKH,2024-08-30,Male,No,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,Gradient Boost Classifier,No,5.91
9028-LIHRP,2024-08-30,Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.2,7209.0,Gradient Boost Classifier,No,2.88
2219-MVUSO,2024-08-30,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,438.4,Gradient Boost Classifier,Yes,28.36
1053-MXTTK,2024-08-30,Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,7726.35,Gradient Boost Classifier,No,5.0
1530-ZTDOZ,2024-08-30,Female,No,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,Gradient Boost Classifier,Yes,14.35
1301-LOPVR,2024-08-30,Male,No,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,Gradient Boost Classifier,No,4.95
0853-TWRVK,2024-08-30,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,Gradient Boost Classifier,No,2.71
8914-RBTSB,2024-08-30,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,Gradient Boost Classifier,Yes,38.94
6212-ATMLK,2024-08-30,Female,No,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4729.75,Gradient Boost Classifier,Yes,60.36
8200-LGKSR,2024-08-30,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,Gradient Boost Classifier,No,2.27
1568-BEKZM,2024-08-30,Male,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,Gradient Boost Classifier,No,2.11
0670-ANMUU,2024-08-30,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),97.65,6687.85,Gradient Boost Classifier,No,9.7
6897-RWMUB,2024-08-30,Male,No,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.05,4158.25,Gradient Boost Classifier,No,1.98
0963-ZBDRN,2024-08-30,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,Gradient Boost Classifier,Yes,43.15
7594-RQHXR,2024-08-30,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,Gradient Boost Classifier,Yes,85.65
6999-CHVCF,2024-08-30,Male,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,Gradient Boost Classifier,No,6.73
6134-KWTBV,2024-08-30,Male,No,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.4,1429.65,Gradient Boost Classifier,No,1.85
1077-HUUJM,2024-08-30,Female,No,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,Gradient Boost Classifier,Yes,65.91
6331-EWIEB,2024-08-30,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1734.5,Gradient Boost Classifier,Yes,62.4
0895-LNKRC,2024-08-30,Male,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,113.5,Gradient Boost Classifier,No,5.7
2045-BMBTJ,2024-08-30,Female,Yes,No,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65,Gradient Boost Classifier,Yes,25.76
8417-GSODA,2024-08-30,Male,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.2,2568.15,Gradient Boost Classifier,Yes,18.18
5171-EPLKN,2024-08-30,Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,470.0,Gradient Boost Classifier,No,1.91
4452-QIIEB,2024-08-30,Male,No,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.9,278.4,Gradient Boost Classifier,Yes,24.94
5998-VVEJY,2024-08-30,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,2088.8,Gradient Boost Classifier,Yes,31.55
1624-NALOJ,2024-08-30,Male,Yes,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,502.6,Gradient Boost Classifier,Yes,75.74
6741-EGCBI,2024-08-30,Male,Yes,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.5,2595.85,Gradient Boost Classifier,Yes,37.85
7820-ZYGNY,2024-08-30,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),90.45,5825.5,Gradient Boost Classifier,Yes,15.46
4317-VTEOA,2024-08-30,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,Gradient Boost Classifier,Yes,58.72
9677-AVKED,2024-08-30,Female,No,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,84.6,4449.75,Gradient Boost Classifier,No,6.83
1670-SVOWZ,2024-08-30,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Gradient Boost Classifier,Yes,34.92
2227-JRSJX,2024-08-30,Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,1956.4,Gradient Boost Classifier,Yes,48.53
9847-HNVGP,2024-08-30,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,310.6,Gradient Boost Classifier,No,5.06
6696-YDAYZ,2024-08-30,Male,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,290.55,Gradient Boost Classifier,No,2.3
8980-WQFWL,2024-08-30,Female,No,No,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.1,2096.1,Gradient Boost Classifier,Yes,23.12
1730-ZMAME,2024-08-30,Female,Yes,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,2665.0,Gradient Boost Classifier,Yes,52.14
6506-EYCNH,2024-08-30,Female,No,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,543.8,Gradient Boost Classifier,No,9.43
4634-JLRJT,2024-08-30,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.35,20.35,Gradient Boost Classifier,Yes,38.19
9501-UKKNL,2024-08-30,Male,No,No,No,59,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.7,3005.8,Gradient Boost Classifier,Yes,21.8
2560-QTSBS,2024-08-30,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.3,1623.15,Gradient Boost Classifier,No,3.05
7541-YLXCL,2024-08-30,Male,No,No,No,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,65.4,2498.4,Gradient Boost Classifier,No,6.8
4795-WRNVT,2024-08-30,Female,No,No,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,65.1,2586.0,Gradient Boost Classifier,No,11.02
6080-TCMYC,2024-08-30,Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.2,3292.3,Gradient Boost Classifier,Yes,43.34
